"","obj_file","X.x","participant.x","trialN.x","trial_cond","scn_file.x","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group.x","practice","X.y","participant.y","OvsN","PE_level","object_cat","scn_file.y","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN.y","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group.y"
"181","stim/objects/Instruments/trombone.png",1,24,1,0.5,"stim/43.jpeg",4,3,1,NA,"Instruments",2,4,"right","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","stim/objects/Instruments/tambourine.png",2,24,2,0.5,"stim/34.jpeg",3,4,1,NA,"Instruments",2,1,"right","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","stim/objects/Instruments/trumpet2.png",3,24,3,0.9,"stim/14.jpeg",1,4,3,NA,"Instruments",2,1,"right","right",0.671999931,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","stim/objects/Instruments/trumpet2.png",4,24,4,0.9,"stim/14.jpeg",1,4,3,NA,"Instruments",2,3,"right","right",0.455999851,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","stim/objects/Instruments/trombone2.png",5,24,5,0.9,"stim/13.jpeg",1,3,3,NA,"Instruments",2,2,"right","right",0.600999832,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","stim/objects/Instruments/speaker.png",6,24,6,0.5,"stim/33.jpeg",3,3,1,NA,"Instruments",2,1,"right","right",0.749000072,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","stim/objects/HouseObjects/safetypin2.png",7,24,7,0.7,"stim/62.jpeg",6,2,2,NA,"HouseObjects",1,4,"left","left",0.559000015,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","stim/objects/HouseObjects/scale.png",8,24,8,0.5,"stim/34.jpeg",3,4,1,NA,"HouseObjects",1,2,"left","left",0.756000042,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","stim/objects/Instruments/trombone2.png",9,24,9,0.9,"stim/13.jpeg",1,3,3,NA,"Instruments",2,2,"right","right",0.662999868,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","stim/objects/HouseObjects/rug.png",10,24,10,0.5,"stim/31.jpeg",3,1,1,NA,"HouseObjects",1,3,"left","left",0.835999966,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","stim/objects/Instruments/record_player.png",11,24,11,0.5,"stim/31.jpeg",3,1,1,NA,"Instruments",2,2,"right","left",0.605999947,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","stim/objects/HouseObjects/safetypin.png",12,24,12,0.5,"stim/32.jpeg",3,2,1,NA,"HouseObjects",1,4,"left","right",0.860999823,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","stim/objects/HouseObjects/saw2.png",13,24,13,0.7,"stim/63.jpeg",6,3,2,NA,"HouseObjects",1,4,"left","left",0.595999956,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","stim/objects/Instruments/triangle.png",14,24,14,0.5,"stim/42.jpeg",4,2,1,NA,"Instruments",2,1,"right","right",0.731999874,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","stim/objects/HouseObjects/saw.png",15,24,15,0.5,"stim/33.jpeg",3,3,1,NA,"HouseObjects",1,1,"left","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","stim/objects/Instruments/tambourine.png",16,24,16,0.5,"stim/34.jpeg",3,4,1,NA,"Instruments",2,1,"right","left",0.759000063,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","stim/objects/Instruments/tuba.png",17,24,17,0.7,"stim/51.jpeg",5,1,2,NA,"Instruments",2,1,"right","left",0.7099998,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","stim/objects/HouseObjects/wateringcan2.png",18,24,18,0.9,"stim/24.jpeg",2,4,3,NA,"HouseObjects",1,1,"left","left",0.730000019,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","stim/objects/Instruments/xylophone.png",19,24,19,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,1,"right","right",0.620999813,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","stim/objects/HouseObjects/rug2.png",20,24,20,0.7,"stim/61.jpeg",6,1,2,NA,"HouseObjects",1,2,"left","left",0.579999924,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","stim/objects/HouseObjects/thread2.png",21,24,21,0.9,"stim/21.jpeg",2,1,3,NA,"HouseObjects",1,1,"left","left",0.596999884,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","stim/objects/HouseObjects/sponge.png",22,24,22,0.5,"stim/41.jpeg",4,1,1,NA,"HouseObjects",1,2,"left","right",0.616999865,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","stim/objects/Instruments/speaker.png",23,24,23,0.5,"stim/33.jpeg",3,3,1,NA,"Instruments",2,3,"right","left",0.878999949,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","stim/objects/HouseObjects/vacuumcleaner2.png",24,24,24,0.9,"stim/23.jpeg",2,3,3,NA,"HouseObjects",1,2,"left","left",0.634999752,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","stim/objects/HouseObjects/wateringcan2.png",25,24,25,0.9,"stim/24.jpeg",2,4,3,NA,"HouseObjects",1,2,"left","left",0.532999992,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","stim/objects/HouseObjects/towel2.png",26,24,26,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,2,"left","left",0.467000008,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","stim/objects/HouseObjects/saw.png",27,24,27,0.5,"stim/33.jpeg",3,3,1,NA,"HouseObjects",1,3,"left","right",0.816999912,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","stim/objects/Instruments/trombone.png",28,24,28,0.5,"stim/43.jpeg",4,3,1,NA,"Instruments",2,4,"right","right",0.805999994,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","stim/objects/HouseObjects/saw2.png",29,24,29,0.7,"stim/63.jpeg",6,3,2,NA,"HouseObjects",1,3,"left","left",0.592999935,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","stim/objects/Instruments/tambourine.png",30,24,30,0.5,"stim/34.jpeg",3,4,1,NA,"Instruments",2,2,"right","left",0.867999792,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","stim/objects/HouseObjects/thermometer.png",31,24,31,0.5,"stim/44.jpeg",4,4,1,NA,"HouseObjects",1,3,"left","right",0.819999933,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","stim/objects/Instruments/triangle2.png",32,24,32,0.9,"stim/12.jpeg",1,2,3,NA,"Instruments",2,1,"right","right",0.653999805,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","stim/objects/Instruments/speaker.png",33,24,33,0.5,"stim/33.jpeg",3,3,1,NA,"Instruments",2,3,"right","right",0.798999786,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","stim/objects/HouseObjects/scale2.png",34,24,34,0.7,"stim/64.jpeg",6,4,2,NA,"HouseObjects",1,4,"left","left",0.572999954,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","stim/objects/Instruments/trumpet2.png",35,24,35,0.9,"stim/14.jpeg",1,4,3,NA,"Instruments",2,4,"right","right",0.585000038,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","stim/objects/Instruments/tambourine.png",36,24,36,0.5,"stim/34.jpeg",3,4,1,NA,"Instruments",2,4,"right","right",0.698999882,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","stim/objects/Instruments/vuvuzela2.png",37,24,37,0.1,"stim/23.jpeg",2,3,3,NA,"Instruments",2,2,"right","left",0.56799984,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","stim/objects/Instruments/vuvuzela.png",38,24,38,0.7,"stim/53.jpeg",5,3,2,NA,"Instruments",2,4,"right","right",0.757999897,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","stim/objects/Instruments/xylophone2.png",39,24,39,0.1,"stim/24.jpeg",2,4,3,NA,"Instruments",2,3,"right","left",0.669999838,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","stim/objects/Instruments/record_player2.png",40,24,40,0.3,"stim/61.jpeg",6,1,2,NA,"Instruments",2,3,"right","left",0.606999874,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","stim/objects/HouseObjects/thread.png",41,24,41,0.3,"stim/51.jpeg",5,1,2,NA,"HouseObjects",1,4,"left","right",0.697000027,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","stim/objects/Instruments/speaker.png",42,24,42,0.5,"stim/33.jpeg",3,3,1,NA,"Instruments",2,1,"right","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","stim/objects/HouseObjects/vacuumcleaner.png",43,24,43,0.3,"stim/53.jpeg",5,3,2,NA,"HouseObjects",1,3,"left","right",0.576999903,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","stim/objects/Instruments/xylophone.png",44,24,44,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,1,"right","right",0.552999973,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","stim/objects/HouseObjects/thermometer.png",45,24,45,0.5,"stim/44.jpeg",4,4,1,NA,"HouseObjects",1,3,"left","left",0.67599988,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","stim/objects/Instruments/trombone2.png",46,24,46,0.9,"stim/13.jpeg",1,3,3,NA,"Instruments",2,4,"right","right",0.547999859,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","stim/objects/Instruments/timbal2.png",47,24,47,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,1,"right","right",0.489000082,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","stim/objects/HouseObjects/towel2.png",48,24,48,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,3,"left","left",0.585000038,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","stim/objects/Instruments/timbal2.png",49,24,49,0.9,"stim/11.jpeg",1,1,3,NA,"Instruments",2,1,"right","right",0.588999748,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","stim/objects/HouseObjects/rug.png",50,24,50,0.5,"stim/31.jpeg",3,1,1,NA,"HouseObjects",1,2,"left","right",0.686999798,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","stim/objects/HouseObjects/scale.png",51,24,51,0.5,"stim/34.jpeg",3,4,1,NA,"HouseObjects",1,2,"left","right",0.499000072,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","stim/objects/HouseObjects/thread2.png",52,24,52,0.9,"stim/21.jpeg",2,1,3,NA,"HouseObjects",1,2,"left","left",0.681999922,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","stim/objects/Instruments/xylophone.png",53,24,53,0.7,"stim/54.jpeg",5,4,2,NA,"Instruments",2,1,"right","right",0.639999866,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","stim/objects/Instruments/tuba2.png",54,24,54,0.1,"stim/21.jpeg",2,1,3,NA,"Instruments",2,1,"right","left",0.541999817,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","stim/objects/Instruments/record_player.png",55,24,55,0.5,"stim/31.jpeg",3,1,1,NA,"Instruments",2,1,"right","left",0.609999895,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","stim/objects/HouseObjects/towel2.png",56,24,56,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,2,"left","left",0.682999849,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","stim/objects/HouseObjects/wateringcan2.png",57,24,57,0.9,"stim/24.jpeg",2,4,3,NA,"HouseObjects",1,3,"left","left",0.711999893,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","stim/objects/HouseObjects/rug2.png",58,24,58,0.7,"stim/61.jpeg",6,1,2,NA,"HouseObjects",1,3,"left","",NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","stim/objects/HouseObjects/towel2.png",59,24,59,0.9,"stim/22.jpeg",2,2,3,NA,"HouseObjects",1,4,"left","left",0.562999964,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","stim/objects/HouseObjects/wateringcan2.png",60,24,60,0.9,"stim/24.jpeg",2,4,3,NA,"HouseObjects",1,4,"left","left",0.667999983,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","stim/objects/HouseObjects/towel.png",61,24,61,0.3,"stim/52.jpeg",5,2,2,NA,"HouseObjects",1,2,"left","right",0.578999996,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
