"","obj_file","X.x","participant.x","trialN.x","trial_cond","scn_file.x","scn_cat","scn_inst","scn_condition","fillers","obj_cat","obj_cat_num","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","trial_acc_manual","group.x","practice","X.y","participant.y","OvsN","PE_level","object_cat","scn_file.y","corr_scn_cat","corr_scn_inst","scn_file.1","corr_loc","key_resp_id.keys","key_resp_id.rt","key_resp_conf.keys","key_resp_assoc.keys","key_resp_assoc.rt","key_resp_loc.keys","key_resp_loc.rt","trialN.y","id_acc","assoc.acc","cond_assoc","loc.acc","cond_loc","group.y"
"97","stim/objects/HouseObjects/clothesdryingrack.png",1,65,1,0.3,"stim/33.jpeg",3,3,2,NA,"HouseObjects",1,3,"left","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","stim/objects/HouseObjects/barbecuelighter.png",2,65,2,0.5,"stim/13.jpeg",1,3,1,NA,"HouseObjects",1,3,"left","right",0.471000195,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","stim/objects/HouseObjects/ashtray2.png",3,65,3,0.7,"stim/41.jpeg",4,1,2,NA,"HouseObjects",1,2,"left","left",0.332000256,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","stim/objects/HouseObjects/clothespin.png",4,65,4,0.3,"stim/34.jpeg",3,4,2,NA,"HouseObjects",1,4,"left","right",0.634000063,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","stim/objects/HouseObjects/barbecuelighter2.png",5,65,5,0.7,"stim/43.jpeg",4,3,2,NA,"HouseObjects",1,4,"left","left",0.261000156,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","stim/objects/Instruments/balalaika.png",6,65,6,0.5,"stim/13.jpeg",1,3,1,NA,"Instruments",2,4,"right","right",0.637000084,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","stim/objects/Instruments/acousticguitar.png",7,65,7,0.5,"stim/12.jpeg",1,2,1,NA,"Instruments",2,2,"right","right",0.383000135,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","stim/objects/HouseObjects/bottle.png",8,65,8,0.5,"stim/23.jpeg",2,3,1,NA,"HouseObjects",1,3,"left","right",0.24600029,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","stim/objects/HouseObjects/clothesdryingrack2.png",9,65,9,0.9,"stim/63.jpeg",6,3,3,NA,"HouseObjects",1,4,"left","left",0.553000212,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","stim/objects/Instruments/cornet.png",10,65,10,0.7,"stim/32.jpeg",3,2,2,NA,"Instruments",2,2,"right","",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","stim/objects/Instruments/clarinet.png",11,65,11,0.7,"stim/31.jpeg",3,1,2,NA,"Instruments",2,4,"right","left",0.369000196,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","stim/objects/HouseObjects/bleachbottle.png",12,65,12,0.5,"stim/21.jpeg",2,1,1,NA,"HouseObjects",1,1,"left","right",0.22200036,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","stim/objects/HouseObjects/clothespin2.png",13,65,13,0.9,"stim/64.jpeg",6,4,3,NA,"HouseObjects",1,2,"left","left",0.508000135,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","stim/objects/HouseObjects/broom.png",14,65,14,0.5,"stim/24.jpeg",2,4,1,NA,"HouseObjects",1,4,"left","right",0.45600009,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","stim/objects/Instruments/chime2.png",15,65,15,0.9,"stim/54.jpeg",5,4,3,NA,"Instruments",2,2,"right","right",0.717000246,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","stim/objects/Instruments/chime.png",16,65,16,0.5,"stim/24.jpeg",2,4,1,NA,"Instruments",2,4,"right","left",0.85800004,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","stim/objects/Instruments/banjo.png",17,65,17,0.5,"stim/14.jpeg",1,4,1,NA,"Instruments",2,1,"right","right",0.562000036,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","stim/objects/Instruments/banjo2.png",18,65,18,0.3,"stim/44.jpeg",4,4,2,NA,"Instruments",2,3,"right","right",0.551000118,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","stim/objects/HouseObjects/ballofstring2.png",19,65,19,0.7,"stim/42.jpeg",4,2,2,NA,"HouseObjects",1,2,"left","left",0.407000303,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","stim/objects/Instruments/cornet.png",20,65,20,0.7,"stim/32.jpeg",3,2,2,NA,"Instruments",2,4,"right","right",0.703000307,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","stim/objects/Instruments/bassguitar.png",21,65,21,0.5,"stim/22.jpeg",2,2,1,NA,"Instruments",2,2,"right","left",0.492000341,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","stim/objects/Instruments/bassguitar2.png",22,65,22,0.9,"stim/52.jpeg",5,2,3,NA,"Instruments",2,2,"right","right",0.462000132,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","stim/objects/HouseObjects/bottle.png",23,65,23,0.5,"stim/23.jpeg",2,3,1,NA,"HouseObjects",1,1,"left","left",0.880000114,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","stim/objects/Instruments/cymbal.png",24,65,24,0.7,"stim/33.jpeg",3,3,2,NA,"Instruments",2,1,"right","right",0.654000044,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
